"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","30LB5CDZNCB0R4YS72IC6U6HNR7Z03","A23S6QOSZH9TMT","Submitted","Wed Jul 25 10:44:16 PDT 2018","Wed Jul 25 10:47:03 PDT 2018","Mon Jul 30 10:47:03 PDT 2018","","","","167","0% (0/0)","0% (0/0)","0% (0/0)","4696134"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","31HQ4X3T3SBGNO1013AN8L123YDLS0","A272A0JGRTBFCR","Submitted","Mon Jul 23 19:44:29 PDT 2018","Mon Jul 23 19:49:09 PDT 2018","Sat Jul 28 19:49:09 PDT 2018","","","","280","0% (0/0)","0% (0/0)","0% (0/0)","2518732"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","32SVAV9L3FAV7OPHEXKWRZDFHDC3AJ","AAEZQL4J6CQGM","Submitted","Tue Jul 24 16:53:20 PDT 2018","Tue Jul 24 16:59:02 PDT 2018","Sun Jul 29 16:59:02 PDT 2018","","","","342","0% (0/0)","0% (0/0)","0% (0/0)","4434598"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","333U7HK6I9G4Q9UI1S3LX72AY7QJDW","A2MPA5OAT635HG","Submitted","Mon Jul 23 22:14:51 PDT 2018","Mon Jul 23 22:45:12 PDT 2018","Sat Jul 28 22:45:12 PDT 2018","","","","1821","0% (0/0)","0% (0/0)","0% (0/0)","5451819"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","3483FV8BEEK5Z4HVKKPFSK61GOJ26V","A2M6ON3DU45IEO","Submitted","Wed Jul 25 22:20:40 PDT 2018","Wed Jul 25 22:24:02 PDT 2018","Mon Jul 30 22:24:02 PDT 2018","","","","202","0% (0/0)","0% (0/0)","0% (0/0)","565879"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","35BLDD71I6YGK5Z8AZ61RNW7HOWZV9","AKX5RHHO8BIUX","Submitted","Wed Jul 25 16:37:48 PDT 2018","Wed Jul 25 16:45:02 PDT 2018","Mon Jul 30 16:45:02 PDT 2018","","","","434","0% (0/0)","0% (0/0)","0% (0/0)","8059872"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","35GCEFQ6I5PW8WXPQP0V8S4OQVAZ31","A1DVKS3R9SLQ1H","Submitted","Tue Jul 24 10:09:37 PDT 2018","Tue Jul 24 10:24:10 PDT 2018","Sun Jul 29 10:24:10 PDT 2018","","","","873","0% (0/0)","0% (0/0)","0% (0/0)","1830670"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","39N5ACM9HEOO9UKZKP33875WGVG9PO","A3OLRWACCCCUTU","Submitted","Wed Jul 25 06:37:04 PDT 2018","Wed Jul 25 06:40:18 PDT 2018","Mon Jul 30 06:40:18 PDT 2018","","","","194","0% (0/0)","0% (0/0)","0% (0/0)","5722714"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","39ZSFO5CA8XQ7B54NNTA776YKA2UJ4","A2UF2FRGVW4T89","Submitted","Tue Jul 24 10:55:48 PDT 2018","Tue Jul 24 11:07:10 PDT 2018","Sun Jul 29 11:07:10 PDT 2018","","","","682","0% (0/0)","0% (0/0)","0% (0/0)","9087104"
"3E9VAUV7BWFT07OBDG8KS9D7RADAYI","3VY1OMW93651SZIH3LH85FKSADCUBC","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Mon Jul 23 19:42:42 PDT 2018","300","BatchId:3313917;OriginalHitTemplateId:920937340;","10800","432000","Fri Jul 27 21:47:54 PDT 2018","","","3ATTHHXXWAPMT4FTAAJXFDQ219OXI9","A2K56J9POYUFCA","Submitted","Mon Jul 23 20:01:14 PDT 2018","Mon Jul 23 20:20:30 PDT 2018","Sat Jul 28 20:20:30 PDT 2018","","","","1156","0% (0/0)","0% (0/0)","0% (0/0)","6105966"
