"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30BUDKLTXDW1BGTX8LAB2F1QH80E5J","A1DQZ3XUF6NRFE","Submitted","Fri Jul 27 22:05:51 PDT 2018","Fri Jul 27 22:12:55 PDT 2018","Wed Aug 01 22:12:55 PDT 2018","","","","424","0% (0/0)","0% (0/0)","0% (0/0)","3487657"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30BUDKLTXDW1BGTX8LAB2F1QH8ZE5I","A15XX0WDRG29E7","Submitted","Fri Jul 27 21:57:38 PDT 2018","Fri Jul 27 22:48:30 PDT 2018","Wed Aug 01 22:48:30 PDT 2018","","","","3052","0% (0/0)","0% (0/0)","0% (0/0)","177783"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30IQTZXKAK7BM9YD6KUR99Q6G6Z0XS","A3Q9UK9RCL87O8","Submitted","Fri Jul 27 21:55:41 PDT 2018","Fri Jul 27 22:15:07 PDT 2018","Wed Aug 01 22:15:07 PDT 2018","","","","1166","0% (0/0)","0% (0/0)","0% (0/0)","1851995"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30LSNF239UWLSOCWMLY4PNW6PRKI2Z","AYKQ1UN34V8KL","Submitted","Fri Jul 27 22:46:46 PDT 2018","Fri Jul 27 22:53:59 PDT 2018","Wed Aug 01 22:53:59 PDT 2018","","","","433","0% (0/0)","0% (0/0)","0% (0/0)","9615504"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30X31N5D63RZR5AW4CLXZ7LRAD9ASL","A1GPLSAFPS5YKW","Submitted","Fri Jul 27 21:55:50 PDT 2018","Fri Jul 27 21:59:26 PDT 2018","Wed Aug 01 21:59:26 PDT 2018","","","","216","0% (0/0)","0% (0/0)","0% (0/0)","2361776"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","30ZX6P7VF8WHNZW243J41OB6264J27","A2Z4QERWJEK690","Submitted","Fri Jul 27 21:57:55 PDT 2018","Fri Jul 27 22:10:27 PDT 2018","Wed Aug 01 22:10:27 PDT 2018","","","","752","0% (0/0)","0% (0/0)","0% (0/0)","729502"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","3180JW2OT4D9MWFPMML2ZVEIMGVJ58","AU2OZ1N78YCCS","Submitted","Fri Jul 27 22:07:21 PDT 2018","Fri Jul 27 22:10:53 PDT 2018","Wed Aug 01 22:10:53 PDT 2018","","","","212","100% (1/1)","100% (1/1)","0% (0/0)","614261"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","31HQ4X3T3SBGNO1013AN8L124P8LSE","A876Q32QMWTUF","Submitted","Fri Jul 27 22:03:53 PDT 2018","Fri Jul 27 23:08:05 PDT 2018","Wed Aug 01 23:08:05 PDT 2018","","","","3852","0% (0/0)","0% (0/0)","0% (0/0)","4609615"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","31JLPPHS2UVK9SJIOGPESUXK7EG3ON","A197W7KY610MH1","Submitted","Fri Jul 27 22:15:23 PDT 2018","Fri Jul 27 22:18:24 PDT 2018","Wed Aug 01 22:18:24 PDT 2018","","","","181","0% (0/0)","0% (0/0)","0% (0/0)","6953997"
"3FDWKV9VCN3DLZDV0I10YF2UPBHMUM","32A8IZJLQEWSEUK8J82NNBMZWI4HGH","Read a short story and rate it on a scale of 1 to 6","Give us your opinion about a short story","survey, short story, review, rating","$0.25","Fri Jul 27 21:55:03 PDT 2018","300","BatchId:3320313;OriginalHitTemplateId:920937340;","10800","432000","Wed Aug 01 21:55:03 PDT 2018","","","31LM9EDVOLTDCLLVQMHOTCE4D1XJN0","A36WLGFSYDQAS7","Submitted","Fri Jul 27 22:19:40 PDT 2018","Fri Jul 27 22:21:15 PDT 2018","Wed Aug 01 22:21:15 PDT 2018","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","881794"
